reference_driver_code,comparison_driver_code,team,year,race_name,session_name,session_kind,matched_gap_median_s,matched_gap_se_s,n_matched_pairs,weather_bucket,skip_reason
ALB,SAR,Williams,2023,Saudi Arabian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,Australian Grand Prix,Race,race,0.2104999999999961,0.0730852820765299,42,dry,
BOT,ZHO,Alfa Romeo,2023,Australian Grand Prix,Race,race,-0.4010000000000033,0.1109388276629663,42,dry,
GAS,OCO,Alpine,2023,Australian Grand Prix,Race,race,0.1884999999999905,0.055730647877651,36,dry,
HAM,RUS,Mercedes,2023,Australian Grand Prix,Race,race,-0.1135000000000019,0.1711667667423685,8,dry,
HUL,MAG,Haas F1 Team,2023,Australian Grand Prix,Race,race,0.6659999999999968,0.0723088038008312,41,dry,
NOR,PIA,McLaren,2023,Australian Grand Prix,Race,race,0.323999999999998,0.0522932518035004,41,dry,
PER,VER,Red Bull Racing,2023,Australian Grand Prix,Race,race,-0.3179999999999978,0.0879367553924363,39,dry,
DEV,TSU,AlphaTauri,2023,Australian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
LEC,SAI,Ferrari,2023,Australian Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,SAR,Williams,2023,Australian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Australian Grand Prix,Qualifying,qualifying,0.4140000000000015,0.2490157871245021,3,dry,
ALO,STR,Aston Martin,2023,Australian Grand Prix,Qualifying,qualifying,0.1690000000000111,0.1005031458279865,3,dry,
BOT,ZHO,Alfa Romeo,2023,Australian Grand Prix,Qualifying,qualifying,-0.2929999999999992,0.1235712553110118,4,dry,
DEV,TSU,AlphaTauri,2023,Australian Grand Prix,Qualifying,qualifying,-0.2149999999999892,0.26994531948436,3,dry,
GAS,OCO,Alpine,2023,Australian Grand Prix,Qualifying,qualifying,-0.0190000000000054,0.2738013041041459,3,dry,
HAM,RUS,Mercedes,2023,Australian Grand Prix,Qualifying,qualifying,-0.1359999999999956,0.1584370657510527,5,dry,
HUL,MAG,Haas F1 Team,2023,Australian Grand Prix,Qualifying,qualifying,0.242999999999995,0.9386298397942372,5,dry,
LEC,SAI,Ferrari,2023,Australian Grand Prix,Qualifying,qualifying,-0.0990000000000037,0.17519769110056,3,dry,
NOR,PIA,McLaren,2023,Australian Grand Prix,Qualifying,qualifying,0.0699999999999931,0.2166340233552275,3,dry,
PER,VER,Red Bull Racing,2023,Australian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Azerbaijan Grand Prix,Race,race,0.1509999999999962,0.0448137964845128,35,dry,
ALO,STR,Aston Martin,2023,Azerbaijan Grand Prix,Race,race,0.6670000000000016,0.1110094181360983,38,dry,
BOT,ZHO,Alfa Romeo,2023,Azerbaijan Grand Prix,Race,race,0.0849999999999937,0.0993694601001748,21,dry,
GAS,OCO,Alpine,2023,Azerbaijan Grand Prix,Race,race,1.9699999999999989,0.4679170903081034,15,dry,
HAM,RUS,Mercedes,2023,Azerbaijan Grand Prix,Race,race,0.1589999999999918,0.0983619782984004,35,dry,
HUL,MAG,Haas F1 Team,2023,Azerbaijan Grand Prix,Race,race,-0.4570000000000007,0.1071323628177434,26,dry,
LEC,SAI,Ferrari,2023,Azerbaijan Grand Prix,Race,race,0.5334999999999894,0.0568228358357998,42,dry,
NOR,PIA,McLaren,2023,Azerbaijan Grand Prix,Race,race,0.275500000000008,0.0883964989961975,36,dry,
PER,VER,Red Bull Racing,2023,Azerbaijan Grand Prix,Race,race,0.0805000000000006,0.0337413063581556,36,dry,
DEV,TSU,AlphaTauri,2023,Azerbaijan Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Azerbaijan Grand Prix,Qualifying,qualifying,0.5259999999999962,0.0714340155288412,3,dry,
ALO,STR,Aston Martin,2023,Azerbaijan Grand Prix,Qualifying,qualifying,0.2819999999999965,0.2057056948260872,4,dry,
HAM,RUS,Mercedes,2023,Azerbaijan Grand Prix,Qualifying,qualifying,0.0039999999999906,0.2231064689615526,3,dry,
LEC,SAI,Ferrari,2023,Azerbaijan Grand Prix,Qualifying,qualifying,0.3319999999999936,0.1086860427418731,3,dry,
NOR,PIA,McLaren,2023,Azerbaijan Grand Prix,Qualifying,qualifying,0.5499999999999972,0.087989368863705,4,dry,
PER,VER,Red Bull Racing,2023,Azerbaijan Grand Prix,Qualifying,qualifying,-0.1039999999999992,0.0758841643717743,3,dry,
BOT,ZHO,Alfa Romeo,2023,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
DEV,TSU,AlphaTauri,2023,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
GAS,OCO,Alpine,2023,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2023,Azerbaijan Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Miami Grand Prix,Race,race,1.1310000000000002,0.0691344445205811,28,dry,
ALO,STR,Aston Martin,2023,Miami Grand Prix,Race,race,1.391999999999996,0.2379738111527071,36,dry,
BOT,ZHO,Alfa Romeo,2023,Miami Grand Prix,Race,race,0.6420000000000101,0.3082638278026327,35,dry,
DEV,TSU,AlphaTauri,2023,Miami Grand Prix,Race,race,0.3255000000000052,0.1864621546027484,40,dry,
GAS,OCO,Alpine,2023,Miami Grand Prix,Race,race,0.6490000000000009,0.0789962339353977,40,dry,
HAM,RUS,Mercedes,2023,Miami Grand Prix,Race,race,-1.0249999999999917,0.20302271941731,45,dry,
HUL,MAG,Haas F1 Team,2023,Miami Grand Prix,Race,race,-0.4749999999999943,0.2413993594331483,33,dry,
LEC,SAI,Ferrari,2023,Miami Grand Prix,Race,race,-0.2040000000000006,0.0587244343432854,42,dry,
NOR,PIA,McLaren,2023,Miami Grand Prix,Race,race,0.3559999999999945,0.1187765727668449,40,dry,
PER,VER,Red Bull Racing,2023,Miami Grand Prix,Race,race,0.6920000000000073,0.1151621788541645,39,dry,
ALB,SAR,Williams,2023,Miami Grand Prix,Qualifying,qualifying,-0.5629999999999882,0.7339046447233779,3,dry,
ALO,STR,Aston Martin,2023,Miami Grand Prix,Qualifying,qualifying,0.296999999999997,0.1181679559644552,3,dry,
BOT,ZHO,Alfa Romeo,2023,Miami Grand Prix,Qualifying,qualifying,0.3160000000000025,0.2350255933904811,5,dry,
DEV,TSU,AlphaTauri,2023,Miami Grand Prix,Qualifying,qualifying,-0.3969999999999984,0.1824559058747829,4,dry,
GAS,OCO,Alpine,2023,Miami Grand Prix,Qualifying,qualifying,-0.1389999999999958,0.1071448648375681,5,dry,
HAM,RUS,Mercedes,2023,Miami Grand Prix,Qualifying,qualifying,-0.1530000000000058,0.1823697595359306,5,dry,
HUL,MAG,Haas F1 Team,2023,Miami Grand Prix,Qualifying,qualifying,-0.3059999999999974,0.251017676090171,4,dry,
LEC,SAI,Ferrari,2023,Miami Grand Prix,Qualifying,qualifying,0.1040000000000063,0.1758394437803657,4,dry,
PER,VER,Red Bull Racing,2023,Miami Grand Prix,Qualifying,qualifying,-0.2839999999999989,0.1684697344404133,4,dry,
NOR,PIA,McLaren,2023,Miami Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Monaco Grand Prix,Race,race,0.0280000000000057,0.2450062854681871,19,dry,
ALB,SAR,Williams,2023,Monaco Grand Prix,Race,race,,,6,wet,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,Monaco Grand Prix,Race,race,1.6140000000000043,0.1309149811262374,41,dry,
BOT,ZHO,Alfa Romeo,2023,Monaco Grand Prix,Race,race,-0.4335000000000022,0.2764404479540105,46,dry,
BOT,ZHO,Alfa Romeo,2023,Monaco Grand Prix,Race,race,,,5,wet,insufficient_matched_pairs
DEV,TSU,AlphaTauri,2023,Monaco Grand Prix,Race,race,-0.421999999999997,0.1085758344560526,53,dry,
DEV,TSU,AlphaTauri,2023,Monaco Grand Prix,Race,race,1.2959999999999994,0.8739621681864592,8,wet,
GAS,OCO,Alpine,2023,Monaco Grand Prix,Race,race,-1.242999999999995,0.2149139011416059,21,dry,
GAS,OCO,Alpine,2023,Monaco Grand Prix,Race,race,,,7,wet,insufficient_matched_pairs
HAM,RUS,Mercedes,2023,Monaco Grand Prix,Race,race,1.3164999999999978,0.1270796866399441,24,dry,
HAM,RUS,Mercedes,2023,Monaco Grand Prix,Race,race,-0.4699999999999988,0.4276165408189698,8,wet,
HUL,MAG,Haas F1 Team,2023,Monaco Grand Prix,Race,race,0.2535000000000025,0.1582821247607208,46,dry,
HUL,MAG,Haas F1 Team,2023,Monaco Grand Prix,Race,race,,,4,wet,insufficient_matched_pairs
LEC,SAI,Ferrari,2023,Monaco Grand Prix,Race,race,-0.1209999999999951,0.0595739064467785,41,dry,
LEC,SAI,Ferrari,2023,Monaco Grand Prix,Race,race,,,7,wet,insufficient_matched_pairs
NOR,PIA,McLaren,2023,Monaco Grand Prix,Race,race,0.7139999999999986,0.578165609367987,9,dry,
NOR,PIA,McLaren,2023,Monaco Grand Prix,Race,race,0.6290000000000049,0.9248340824655183,8,wet,
PER,VER,Red Bull Racing,2023,Monaco Grand Prix,Race,race,-0.0629999999999881,0.7403457230163429,11,dry,
ALB,SAR,Williams,2023,Monaco Grand Prix,Qualifying,qualifying,0.9495000000000005,0.2407394863083714,4,dry,
ALO,STR,Aston Martin,2023,Monaco Grand Prix,Qualifying,qualifying,0.4399999999999977,0.2401529470191067,5,dry,
BOT,ZHO,Alfa Romeo,2023,Monaco Grand Prix,Qualifying,qualifying,0.4100000000000037,0.0846497001219211,4,dry,
DEV,TSU,AlphaTauri,2023,Monaco Grand Prix,Qualifying,qualifying,-0.1210000000000022,0.2134113987023581,6,dry,
GAS,OCO,Alpine,2023,Monaco Grand Prix,Qualifying,qualifying,-0.1995000000000004,0.2215054952188862,4,dry,
HAM,RUS,Mercedes,2023,Monaco Grand Prix,Qualifying,qualifying,-0.0060000000000002,0.1902822874387255,5,dry,
LEC,SAI,Ferrari,2023,Monaco Grand Prix,Qualifying,qualifying,-0.0240000000000009,0.0749538261268282,5,dry,
NOR,PIA,McLaren,2023,Monaco Grand Prix,Qualifying,qualifying,0.262999999999991,0.1307971663864876,6,dry,
HUL,MAG,Haas F1 Team,2023,Monaco Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
PER,VER,Red Bull Racing,2023,Monaco Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Spanish Grand Prix,Race,race,0.0510000000000019,0.820714738296235,29,dry,
ALO,STR,Aston Martin,2023,Spanish Grand Prix,Race,race,0.0574999999999974,0.0974570363477333,36,dry,
BOT,ZHO,Alfa Romeo,2023,Spanish Grand Prix,Race,race,-0.5470000000000041,0.0998067547716494,42,dry,
DEV,TSU,AlphaTauri,2023,Spanish Grand Prix,Race,race,-0.1120000000000018,0.1143780664543516,42,dry,
GAS,OCO,Alpine,2023,Spanish Grand Prix,Race,race,0.1709999999999922,0.0908564620029173,45,dry,
HAM,RUS,Mercedes,2023,Spanish Grand Prix,Race,race,0.2199999999999988,0.0797917745026272,47,dry,
HUL,MAG,Haas F1 Team,2023,Spanish Grand Prix,Race,race,0.197499999999998,0.1095585521643661,42,dry,
LEC,SAI,Ferrari,2023,Spanish Grand Prix,Race,race,-0.1809999999999973,0.4438150953185156,28,dry,
NOR,PIA,McLaren,2023,Spanish Grand Prix,Race,race,-0.7279999999999944,0.1374097760224739,45,dry,
PER,VER,Red Bull Racing,2023,Spanish Grand Prix,Race,race,-0.4879999999999995,0.0745888578389134,50,dry,
ALO,STR,Aston Martin,2023,Spanish Grand Prix,Qualifying,qualifying,0.1139999999999901,0.2076310130702742,3,dry,
BOT,ZHO,Alfa Romeo,2023,Spanish Grand Prix,Qualifying,qualifying,-0.2999999999999971,0.1104584031879644,3,dry,
DEV,TSU,AlphaTauri,2023,Spanish Grand Prix,Qualifying,qualifying,0.1894999999999953,0.405632712999833,4,dry,
GAS,OCO,Alpine,2023,Spanish Grand Prix,Qualifying,qualifying,-0.1745000000000018,0.1739224216324507,4,dry,
HAM,RUS,Mercedes,2023,Spanish Grand Prix,Qualifying,qualifying,0.4830000000000041,0.2756061364582662,4,dry,
HAM,RUS,Mercedes,2023,Spanish Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
LEC,SAI,Ferrari,2023,Spanish Grand Prix,Qualifying,qualifying,-0.8739999999999952,0.6363720381246397,3,dry,
NOR,PIA,McLaren,2023,Spanish Grand Prix,Qualifying,qualifying,0.2555000000000049,0.2092857390036396,4,dry,
PER,VER,Red Bull Racing,2023,Spanish Grand Prix,Qualifying,qualifying,-1.180500000000002,0.4568126191106476,4,dry,
HUL,MAG,Haas F1 Team,2023,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Spanish Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,Canadian Grand Prix,Race,race,1.070999999999998,0.0966759589144678,39,dry,
BOT,ZHO,Alfa Romeo,2023,Canadian Grand Prix,Race,race,-0.4899999999999949,0.2285657080729886,25,dry,
DEV,TSU,AlphaTauri,2023,Canadian Grand Prix,Race,race,-0.0389999999999943,0.1564199789271073,20,dry,
GAS,OCO,Alpine,2023,Canadian Grand Prix,Race,race,0.1020000000000038,0.122147011015621,40,dry,
HAM,RUS,Mercedes,2023,Canadian Grand Prix,Race,race,0.6610000000000014,0.2105079431235734,23,dry,
HUL,MAG,Haas F1 Team,2023,Canadian Grand Prix,Race,race,0.5925000000000011,0.3551469968042664,26,dry,
LEC,SAI,Ferrari,2023,Canadian Grand Prix,Race,race,0.0579999999999927,0.0317909663984068,41,dry,
NOR,PIA,McLaren,2023,Canadian Grand Prix,Race,race,-0.0904999999999986,0.033836090477015,48,dry,
PER,VER,Red Bull Racing,2023,Canadian Grand Prix,Race,race,-0.5259999999999962,0.1026174269815802,31,dry,
ALB,SAR,Williams,2023,Canadian Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Canadian Grand Prix,Qualifying,qualifying,1.1855000000000049,0.3837435697925203,4,dry,
ALO,STR,Aston Martin,2023,Canadian Grand Prix,Qualifying,qualifying,1.5760000000000003,0.2342469499936551,6,dry,
BOT,ZHO,Alfa Romeo,2023,Canadian Grand Prix,Qualifying,qualifying,0.6545000000000059,0.4651679803895888,4,dry,
DEV,TSU,AlphaTauri,2023,Canadian Grand Prix,Qualifying,qualifying,-0.5919999999999987,1.5877676569963255,4,dry,
GAS,OCO,Alpine,2023,Canadian Grand Prix,Qualifying,qualifying,-0.894999999999996,0.6094936701147183,5,dry,
HAM,RUS,Mercedes,2023,Canadian Grand Prix,Qualifying,qualifying,-0.3990000000000009,0.8872153678131824,4,dry,
HAM,RUS,Mercedes,2023,Canadian Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2023,Canadian Grand Prix,Qualifying,qualifying,0.0120000000000004,0.430533000905702,5,dry,
LEC,SAI,Ferrari,2023,Canadian Grand Prix,Qualifying,qualifying,0.4654999999999987,0.705677906687596,6,dry,
NOR,PIA,McLaren,2023,Canadian Grand Prix,Qualifying,qualifying,,,1,dry,insufficient_matched_pairs
NOR,PIA,McLaren,2023,Canadian Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
PER,VER,Red Bull Racing,2023,Canadian Grand Prix,Qualifying,qualifying,-0.7309999999999945,1.3278972875589086,5,dry,
ALB,SAR,Williams,2023,Austrian Grand Prix,Race,race,0.2824999999999988,0.0571084533711653,50,dry,
ALO,STR,Aston Martin,2023,Austrian Grand Prix,Race,race,-0.5859999999999985,0.3236494698208492,29,dry,
BOT,ZHO,Alfa Romeo,2023,Austrian Grand Prix,Race,race,-0.092499999999994,0.3714555525325431,36,dry,
DEV,TSU,AlphaTauri,2023,Austrian Grand Prix,Race,race,0.1274999999999906,0.1898099116545613,36,dry,
GAS,OCO,Alpine,2023,Austrian Grand Prix,Race,race,0.2550000000000096,0.0647936433009634,31,dry,
HAM,RUS,Mercedes,2023,Austrian Grand Prix,Race,race,0.1090000000000088,0.0627804616211242,49,dry,
LEC,SAI,Ferrari,2023,Austrian Grand Prix,Race,race,0.045500000000004,0.0289439008972379,54,dry,
NOR,PIA,McLaren,2023,Austrian Grand Prix,Race,race,0.6080000000000041,0.1506060681106571,29,dry,
PER,VER,Red Bull Racing,2023,Austrian Grand Prix,Race,race,-0.4330000000000069,0.239360879499208,45,dry,
HUL,MAG,Haas F1 Team,2023,Austrian Grand Prix,Race,race,,,0,,no_compound_overlap
ALO,STR,Aston Martin,2023,Austrian Grand Prix,Qualifying,qualifying,-0.0180000000000006,0.1927497871320203,5,dry,
DEV,TSU,AlphaTauri,2023,Austrian Grand Prix,Qualifying,qualifying,-0.1110000000000042,0.1350214311243344,3,dry,
GAS,OCO,Alpine,2023,Austrian Grand Prix,Qualifying,qualifying,0.2109999999999985,0.2302580216442649,5,dry,
HAM,RUS,Mercedes,2023,Austrian Grand Prix,Qualifying,qualifying,0.2319999999999993,0.2443130042282545,4,dry,
HUL,MAG,Haas F1 Team,2023,Austrian Grand Prix,Qualifying,qualifying,-0.034000000000006,0.1575260421579828,3,dry,
LEC,SAI,Ferrari,2023,Austrian Grand Prix,Qualifying,qualifying,-0.0510000000000019,0.1480021223774484,5,dry,
NOR,PIA,McLaren,2023,Austrian Grand Prix,Qualifying,qualifying,0.3165000000000049,0.2304996839956005,4,dry,
PER,VER,Red Bull Racing,2023,Austrian Grand Prix,Qualifying,qualifying,-0.284000000000006,0.2918516276527538,5,dry,
BOT,ZHO,Alfa Romeo,2023,Austrian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Austrian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,British Grand Prix,Race,race,0.186000000000007,0.0857406400568456,31,dry,
ALO,STR,Aston Martin,2023,British Grand Prix,Race,race,0.3389999999999986,0.0598787670693525,33,dry,
BOT,ZHO,Alfa Romeo,2023,British Grand Prix,Race,race,-0.4420000000000001,0.6421518700151209,12,dry,
DEV,TSU,AlphaTauri,2023,British Grand Prix,Race,race,-0.1219999999999998,0.1540596205903604,18,dry,
HAM,RUS,Mercedes,2023,British Grand Prix,Race,race,-1.2650000000000006,1.278881118873922,24,dry,
HUL,MAG,Haas F1 Team,2023,British Grand Prix,Race,race,0.7824999999999918,0.0456793021251705,20,dry,
LEC,SAI,Ferrari,2023,British Grand Prix,Race,race,0.0525000000000019,0.1055177553326464,18,dry,
NOR,PIA,McLaren,2023,British Grand Prix,Race,race,0.1099999999999994,0.0392734515289289,31,dry,
PER,VER,Red Bull Racing,2023,British Grand Prix,Race,race,-0.6440000000000055,0.0473859494281109,29,dry,
GAS,OCO,Alpine,2023,British Grand Prix,Race,race,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,British Grand Prix,Qualifying,qualifying,0.5090000000000003,0.1362362828462525,4,dry,
ALB,SAR,Williams,2023,British Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,British Grand Prix,Qualifying,qualifying,0.7015000000000029,0.4661104669358311,4,dry,
ALO,STR,Aston Martin,2023,British Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
DEV,TSU,AlphaTauri,2023,British Grand Prix,Qualifying,qualifying,-0.1409999999999911,0.2198907965932784,3,dry,
GAS,OCO,Alpine,2023,British Grand Prix,Qualifying,qualifying,-0.144999999999996,0.4585824088707785,4,dry,
GAS,OCO,Alpine,2023,British Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
HAM,RUS,Mercedes,2023,British Grand Prix,Qualifying,qualifying,,,2,dry,insufficient_matched_pairs
HAM,RUS,Mercedes,2023,British Grand Prix,Qualifying,qualifying,,,2,wet,insufficient_matched_pairs
LEC,SAI,Ferrari,2023,British Grand Prix,Qualifying,qualifying,0.0120000000000004,0.0618875597681296,3,dry,
LEC,SAI,Ferrari,2023,British Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
NOR,PIA,McLaren,2023,British Grand Prix,Qualifying,qualifying,-0.6580000000000013,0.4044483632338289,3,dry,
PER,VER,Red Bull Racing,2023,British Grand Prix,Qualifying,qualifying,-1.443000000000012,0.5469956396771622,3,dry,
BOT,ZHO,Alfa Romeo,2023,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2023,British Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Hungarian Grand Prix,Race,race,0.1219999999999998,0.0611423444945516,47,dry,
ALO,STR,Aston Martin,2023,Hungarian Grand Prix,Race,race,0.6920000000000073,0.0592752786805998,39,dry,
BOT,ZHO,Alfa Romeo,2023,Hungarian Grand Prix,Race,race,0.3429999999999964,0.066928710792367,52,dry,
HAM,RUS,Mercedes,2023,Hungarian Grand Prix,Race,race,0.912000000000006,0.2783995306635305,49,dry,
HUL,MAG,Haas F1 Team,2023,Hungarian Grand Prix,Race,race,0.1859999999999928,0.0888631640947627,49,dry,
LEC,SAI,Ferrari,2023,Hungarian Grand Prix,Race,race,0.066999999999993,0.0610130021895839,40,dry,
NOR,PIA,McLaren,2023,Hungarian Grand Prix,Race,race,0.3125,0.0522281649324592,54,dry,
PER,VER,Red Bull Racing,2023,Hungarian Grand Prix,Race,race,-0.637999999999991,0.2784330421177466,47,dry,
RIC,TSU,AlphaTauri,2023,Hungarian Grand Prix,Race,race,-0.5240000000000009,0.4647368848576019,27,dry,
GAS,OCO,Alpine,2023,Hungarian Grand Prix,Race,race,,,0,,teammate_dnf_no_matched_laps
ALB,SAR,Williams,2023,Hungarian Grand Prix,Qualifying,qualifying,0.331000000000003,0.1129699113564005,3,dry,
ALO,STR,Aston Martin,2023,Hungarian Grand Prix,Qualifying,qualifying,0.2019999999999981,0.72679023178357,5,dry,
BOT,ZHO,Alfa Romeo,2023,Hungarian Grand Prix,Qualifying,qualifying,0.036999999999999,0.1844323806684706,4,dry,
GAS,OCO,Alpine,2023,Hungarian Grand Prix,Qualifying,qualifying,-0.1419999999999959,0.1324303027863951,5,dry,
HUL,MAG,Haas F1 Team,2023,Hungarian Grand Prix,Qualifying,qualifying,0.4930000000000092,0.1606462693244046,3,dry,
LEC,SAI,Ferrari,2023,Hungarian Grand Prix,Qualifying,qualifying,0.0280000000000057,0.1528717661207494,5,dry,
NOR,PIA,McLaren,2023,Hungarian Grand Prix,Qualifying,qualifying,0.242999999999995,0.1071622834115954,3,dry,
PER,VER,Red Bull Racing,2023,Hungarian Grand Prix,Qualifying,qualifying,-0.4714999999999989,0.4118833759611381,4,dry,
RIC,TSU,AlphaTauri,2023,Hungarian Grand Prix,Qualifying,qualifying,-0.1180000000000092,0.1696934216678961,3,dry,
HAM,RUS,Mercedes,2023,Hungarian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAR,Williams,2023,Belgian Grand Prix,Race,race,0.0545000000000044,0.1748120569325807,26,dry,
ALB,SAR,Williams,2023,Belgian Grand Prix,Race,race,,,3,wet,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,Belgian Grand Prix,Race,race,0.9240000000000066,0.25999791729165,19,dry,
BOT,ZHO,Alfa Romeo,2023,Belgian Grand Prix,Race,race,0.1480000000000032,0.3016771135478945,12,dry,
BOT,ZHO,Alfa Romeo,2023,Belgian Grand Prix,Race,race,,,2,wet,insufficient_matched_pairs
GAS,OCO,Alpine,2023,Belgian Grand Prix,Race,race,-1.3135000000000048,0.977399886508023,22,dry,
HAM,RUS,Mercedes,2023,Belgian Grand Prix,Race,race,-1.0684999999999931,0.6686299054036898,14,dry,
HUL,MAG,Haas F1 Team,2023,Belgian Grand Prix,Race,race,-0.7620000000000005,0.504161413861896,9,dry,
LEC,SAI,Ferrari,2023,Belgian Grand Prix,Race,race,2.954499999999996,0.6125443534969538,8,dry,
PER,VER,Red Bull Racing,2023,Belgian Grand Prix,Race,race,-0.5670000000000073,0.1154424417506714,27,dry,
PER,VER,Red Bull Racing,2023,Belgian Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
RIC,TSU,AlphaTauri,2023,Belgian Grand Prix,Race,race,0.552500000000002,0.3461505269204221,14,dry,
NOR,PIA,McLaren,2023,Belgian Grand Prix,Race,race,,,0,,missing_lap_time_data
ALB,SAR,Williams,2023,Belgian Grand Prix,Qualifying,qualifying,0.0930000000000035,0.591520138607621,3,dry,
ALO,STR,Aston Martin,2023,Belgian Grand Prix,Qualifying,qualifying,0.9979999999999905,1.0738281198916653,5,dry,
BOT,ZHO,Alfa Romeo,2023,Belgian Grand Prix,Qualifying,qualifying,1.3289999999999935,0.876839895418888,3,dry,
GAS,OCO,Alpine,2023,Belgian Grand Prix,Qualifying,qualifying,-0.4950000000000045,1.1052263601100392,3,dry,
HAM,RUS,Mercedes,2023,Belgian Grand Prix,Qualifying,qualifying,0.7180000000000035,0.1212452284810813,3,dry,
LEC,SAI,Ferrari,2023,Belgian Grand Prix,Qualifying,qualifying,0.1640000000000014,0.5865317323317071,5,dry,
NOR,PIA,McLaren,2023,Belgian Grand Prix,Qualifying,qualifying,-0.304000000000002,0.9985834960495692,3,dry,
PER,VER,Red Bull Racing,2023,Belgian Grand Prix,Qualifying,qualifying,-1.049500000000002,0.4621227788223112,4,dry,
RIC,TSU,AlphaTauri,2023,Belgian Grand Prix,Qualifying,qualifying,-0.4390000000000071,0.2846486139249778,3,dry,
HUL,MAG,Haas F1 Team,2023,Belgian Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALO,STR,Aston Martin,2023,Dutch Grand Prix,Race,race,0.2879999999999967,0.5018449223386453,23,dry,
ALO,STR,Aston Martin,2023,Dutch Grand Prix,Race,race,,,1,wet,insufficient_matched_pairs
BOT,ZHO,Alfa Romeo,2023,Dutch Grand Prix,Race,race,0.0,0.5642061059985516,23,dry,
GAS,OCO,Alpine,2023,Dutch Grand Prix,Race,race,0.429000000000002,0.0430320369050828,33,dry,
GAS,OCO,Alpine,2023,Dutch Grand Prix,Race,race,,,3,wet,insufficient_matched_pairs
HUL,MAG,Haas F1 Team,2023,Dutch Grand Prix,Race,race,-0.8725000000000023,0.2280501573124879,18,dry,
HUL,MAG,Haas F1 Team,2023,Dutch Grand Prix,Race,race,,,3,wet,insufficient_matched_pairs
LAW,TSU,AlphaTauri,2023,Dutch Grand Prix,Race,race,,,5,dry,insufficient_matched_pairs
LAW,TSU,AlphaTauri,2023,Dutch Grand Prix,Race,race,,,5,wet,insufficient_matched_pairs
LEC,SAI,Ferrari,2023,Dutch Grand Prix,Race,race,-1.5159999999999911,0.1680202901971005,19,dry,
LEC,SAI,Ferrari,2023,Dutch Grand Prix,Race,race,,,2,wet,insufficient_matched_pairs
NOR,PIA,McLaren,2023,Dutch Grand Prix,Race,race,-0.0954999999999941,0.2475287661420765,24,dry,
NOR,PIA,McLaren,2023,Dutch Grand Prix,Race,race,,,3,wet,insufficient_matched_pairs
PER,VER,Red Bull Racing,2023,Dutch Grand Prix,Race,race,-0.3900000000000005,0.0498920659247775,33,dry,
PER,VER,Red Bull Racing,2023,Dutch Grand Prix,Race,race,,,2,wet,insufficient_matched_pairs
HAM,RUS,Mercedes,2023,Dutch Grand Prix,Race,race,,,0,,insufficient_matched_pairs
