year,race_name,team,profile,practice_signal,n_sessions
2022,Italian Grand Prix,Red Bull Racing,short_run,0.8791111111111111,3
2022,Italian Grand Prix,Williams,balanced,0.6062222222222223,3
2022,Italian Grand Prix,Williams,long_run,0.48533333333333334,3
2022,Italian Grand Prix,Williams,short_run,0.5333333333333334,3
2022,Japanese Grand Prix,Alfa Romeo,balanced,0.5555555555555556,1
2022,Japanese Grand Prix,Alfa Romeo,long_run,0.8888888888888888,1
2022,Japanese Grand Prix,Alfa Romeo,short_run,0.33333333333333337,1
2022,Japanese Grand Prix,AlphaTauri,balanced,0.6666666666666667,1
2022,Japanese Grand Prix,AlphaTauri,long_run,0.2222222222222222,1
2022,Japanese Grand Prix,AlphaTauri,short_run,0.5555555555555556,1
2022,Japanese Grand Prix,Alpine,balanced,0.7777777777777778,1
2022,Japanese Grand Prix,Alpine,long_run,0.33333333333333337,1
2022,Japanese Grand Prix,Alpine,short_run,0.6666666666666667,1
2022,Japanese Grand Prix,Aston Martin,balanced,0.2222222222222222,1
2022,Japanese Grand Prix,Aston Martin,long_run,0.11111111111111116,1
2022,Japanese Grand Prix,Aston Martin,short_run,0.2222222222222222,1
2022,Japanese Grand Prix,Ferrari,balanced,0.8888888888888888,1
2022,Japanese Grand Prix,Ferrari,long_run,0.4444444444444444,1
2022,Japanese Grand Prix,Ferrari,short_run,1.0,1
2022,Japanese Grand Prix,Haas F1 Team,balanced,0.4444444444444444,1
2022,Japanese Grand Prix,Haas F1 Team,long_run,0.0,1
2022,Japanese Grand Prix,Haas F1 Team,short_run,0.4444444444444444,1
2022,Japanese Grand Prix,McLaren,balanced,0.0,1
2022,Japanese Grand Prix,McLaren,long_run,0.6666666666666667,1
2022,Japanese Grand Prix,McLaren,short_run,0.11111111111111116,1
2022,Japanese Grand Prix,Mercedes,balanced,0.11111111111111116,1
2022,Japanese Grand Prix,Mercedes,long_run,0.5555555555555556,1
2022,Japanese Grand Prix,Mercedes,short_run,0.7777777777777778,1
2022,Japanese Grand Prix,Red Bull Racing,balanced,1.0,1
2022,Japanese Grand Prix,Red Bull Racing,long_run,1.0,1
2022,Japanese Grand Prix,Red Bull Racing,short_run,0.8888888888888888,1
2022,Japanese Grand Prix,Williams,balanced,0.33333333333333337,1
2022,Japanese Grand Prix,Williams,long_run,0.7777777777777778,1
2022,Japanese Grand Prix,Williams,short_run,0.0,1
2022,Mexico City Grand Prix,Alfa Romeo,balanced,0.37955555555555553,3
2022,Mexico City Grand Prix,Alfa Romeo,long_run,0.38755555555555554,3
2022,Mexico City Grand Prix,Alfa Romeo,short_run,0.3413333333333333,3
2022,Mexico City Grand Prix,AlphaTauri,balanced,0.48711111111111116,3
2022,Mexico City Grand Prix,AlphaTauri,long_run,0.4666666666666667,3
2022,Mexico City Grand Prix,AlphaTauri,short_run,0.5173333333333334,3
2022,Mexico City Grand Prix,Alpine,balanced,0.39822222222222226,3
2022,Mexico City Grand Prix,Alpine,long_run,0.6266666666666667,3
2022,Mexico City Grand Prix,Alpine,short_run,0.7048888888888889,3
2022,Mexico City Grand Prix,Aston Martin,balanced,0.34755555555555556,3
2022,Mexico City Grand Prix,Aston Martin,long_run,0.36177777777777786,3
2022,Mexico City Grand Prix,Aston Martin,short_run,0.1697777777777778,3
2022,Mexico City Grand Prix,Ferrari,balanced,0.8826666666666666,3
2022,Mexico City Grand Prix,Ferrari,long_run,0.8142222222222222,3
2022,Mexico City Grand Prix,Ferrari,short_run,0.7937777777777778,3
2022,Mexico City Grand Prix,Haas F1 Team,balanced,0.32711111111111113,3
2022,Mexico City Grand Prix,Haas F1 Team,long_run,0.04444444444444447,3
2022,Mexico City Grand Prix,Haas F1 Team,short_run,0.3555555555555555,3
